Size,N_Bedrooms,N_Bathrooms,Floor,Furnished,Balcony,Oven,Recently renovated,Air Filter,Fitness Centers,Floor Heating,Garden,Historic Building,Large Storage Room,Parking,Playground,Pool,Tennis Courts,Wall heating,Water Filter,Pets_allowed,Metro_anting,Metro_baiyin rd,Metro_bao'an highway,Metro_baoshan rd,Metro_beixinjing,Metro_beiyangjing rd,Metro_boxing rd,Metro_caobao rd,Metro_caohejing hi-tech park,Metro_caoxi rd,Metro_caoyang road,Metro_century avenue,Metro_century park,Metro_changfeng park,Metro_changping rd,Metro_changqing rd,Metro_changshou rd,Metro_changshu rd,Metro_changyi road,Metro_chengshan rd,Metro_dabaishu,Metro_daduhe road,Metro_dahuasan rd,Metro_dalian rd,Metro_damuqiao rd,Metro_dapuqiao,Metro_dashijie,Metro_deping rd,Metro_dong'an rd,Metro_dongbaoxing rd,Metro_dongchang rd,Metro_donglan rd,Metro_dongming rd,Metro_east changji rd,Metro_east china university of science and technology,Metro_east nanjing rd,Metro_east xujing,Metro_fangdian rd,Metro_fengqiao rd,Metro_guanglan rd,Metro_gudai rd,Metro_guilin park,Metro_guilin rd,Metro_hailun rd,Metro_hangzhong rd,Metro_hanzhong rd,Metro_hechuan rd,Metro_hengshan rd,Metro_hongbaoshi road,Metro_hongkou football stadium,Metro_hongmei rd,Metro_hongqiao railway station,Metro_hongqiao rd,Metro_hongxin rd,Metro_huamu rd,Metro_huangyang road,Metro_huapeng rd,Metro_international cruise terminal,Metro_jianchuan rd,Metro_jiangchuan rd,Metro_jiangning rd,Metro_jiangpu road,Metro_jiangsu rd,Metro_jiangwan stadium,Metro_jiaotong university,Metro_jiashan rd,Metro_jing'an temple,Metro_jinjiang park,Metro_jinke rd,Metro_jinqiao,Metro_jinqiao rd,Metro_jinshajiang rd,Metro_jufeng rd,Metro_kangqiao,Metro_lancun rd,Metro_langao rd,Metro_lantian road,Metro_laoximen,Metro_lianhua rd,Metro_lingzhao xincun,Metro_linping rd,Metro_linyi xincun,Metro_longbai xincun,Metro_longcao rd,Metro_longchang rd,Metro_longde rd,Metro_longhua,Metro_longxi rd,Metro_longyang road,Metro_loushanguan rd,Metro_luban rd,Metro_lujiabang rd,Metro_lujiazui,Metro_luoxiu road,Metro_madang rd,Metro_middle chuangxin rd,Metro_middle huaihai rd,Metro_middle longhua rd,Metro_middle yanggao road,Metro_minsheng road,Metro_nanpu bridge,Metro_nanxiang,Metro_north sichuan rd,Metro_north yanggao rd,Metro_north zhongshan rd,Metro_oriental land,Metro_oriental sports center,Metro_panlong rd,Metro_pengpu xincun,Metro_people's square,Metro_pudian rd,Metro_pudong avenue,Metro_qibao,Metro_qufu rd,Metro_quyang rd,Metro_sanlin,Metro_shangcheng rd,Metro_shanghai children's medical center,Metro_shanghai circus world,Metro_shanghai indoor stadium,Metro_shanghai library,Metro_shanghai natural history museum,Metro_shanghai railway station,Metro_shanghai science & technology museum,Metro_shanghai south railway station,Metro_shanghai stadium,Metro_shanghai swimming center,Metro_shanghai west railway station,Metro_shanghai zoo,Metro_sheshan,Metro_shibo avenue,Metro_shuicheng rd,Metro_sijing,Metro_siping rd,Metro_songhong rd,Metro_songyuan rd,Metro_south huangpi road,Metro_south lingyan rd,Metro_south pudong road,Metro_south qilianshan rd,Metro_south shaanxi rd,Metro_south waigaoqiao free trade zone,Metro_south xizang rd,Metro_south yanggao rd,Metro_taierzhuang rd,Metro_tangqiao,Metro_tiantong rd,Metro_tilanqiao,Metro_tongchuan road,Metro_tongji university,Metro_waihuanlu,Metro_weining rd,Metro_wenshui rd,Metro_west gaoke rd,Metro_west huajing,Metro_west nanjing rd,Metro_west yan'an rd,Metro_world expo museum,Metro_wuding road,Metro_wujiaochang,Metro_wuning road,Metro_wuzhong road,Metro_xiaonanmen,Metro_xiepu road,Metro_xincun rd,Metro_xingzhong rd,Metro_xinjiangwancheng,Metro_xintiandi,Metro_xinzha rd,Metro_xinzhuang,Metro_xiuyan road,Metro_xuelin rd,Metro_xujiahui,Metro_xujingbeicheng,Metro_xuying rd,Metro_yangsi,Metro_yaohong road,Metro_yaohua rd,Metro_yili rd,Metro_yingao road,Metro_yingchun road,Metro_yishan rd,Metro_yongde road,Metro_youdian xincun,Metro_yuanshen road,Metro_yuanshen stadium,Metro_yunjin rd,Metro_yunshan road,Metro_yuyuan garden,Metro_zhangjiang high-tech park,Metro_zhaojiabang rd,Metro_zhaoxiang,Metro_zhenping rd,Metro_zhenru,Metro_zhongning road,Metro_zhongshan park,Metro_zhongtan rd,Metro_zhongtan road,Metro_zhongxing rd,Metro_zhoupu,Metro_zhuguang rd,Metro_ziteng rd,District_-,District_baoshan,District_changning,District_chongming,District_hongkou,District_huangpu,District_jiading,District_jing'an,District_minhang,District_pudong,District_putuo,District_qingpu,District_songjiang,District_xuhui,District_yangpu
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
